1999 Omiya Ardija season	['association football team season']	1999 Omiya Ardija season   == Competitions ==   == Domestic results ==   === J.
Nepenthes talangensis	['taxon', 'climbing plant']	Nepenthes talangensis  is a tropical pitcher plant endemic to Sumatra, where it grows in upper montane forest at elevations of 1800–2500 m above sea level.
Babbila	['city']	Babbila (Arabic: ببيلا‎, also spelled Bebbila) is a town in southern Syria, administratively part of the Rif Dimashq Governorate, located on the southern outskirts of Damascus to the east of the Yarmouk Camp.
Thomas Aquinas Flannery	['judge', 'lawyer']	Thomas Aquinas Flannery (May 10, 1918 – September 20, 2007) was a United States District Judge of the United States District Court for the District of Columbia.
Ken Guild	['politician']	Ken Guild was a Scottish National Party politician and a councillor on Dundee City Council for The Ferry ward.
Coskata-Coatue Wildlife Refuge	['wildlife refuge']	The Coskata-Coatue Wildlife Refuge is a nature preserve on Nantucket Island and is managed by the Trustees of Reservations.
The Legend of Lucky Pie	['short film']	The Legend of Lucky Pie (Chinese: 幸运派传说; pinyin: xìngyùn pài chuánshuō) is a Chinese animated web series.
Toomes	['human settlement', 'townland']	Toomes (Irish: Na Toim) is a townland in County Louth, Ireland.
Eurycallinus	['taxon']	Eurycallinus is a genus of longhorn beetles of the subfamily Lamiinae, containing the following species:  Eurycallinus mirabilis Bates, 1885 Eurycallinus unifasciatus (Breuning, 1947)   == References ==.
Bob Holtzman	['reporter', 'television presenter', 'meteorologist']	Bob Holtzman (born 1971) is a television bureau-reporter for ESPN located in the city of Cincinnati, Ohio.
Gaetano De Gennaro	['painter', 'sculptor']	Gaetano de Gennaro (Naples, 1 May 1890 — São Paulo, 21 May 1959) was an Italian-Brazilian artist, sculptor.
Lolth	['deity in fictional work']	Lolth is a fictional goddess in the Dungeons & Dragons fantasy role-playing game.
The Carsey-Werner Company	['business']	The Carsey-Werner Company (previously known as Carsey-Werner Productions and Carsey-Werner-Mandabach Productions and also known as Carsey-Werner Television) is an independent production company founded in 1981 by former ABC writer/producer duo Marcy Carsey and Tom Werner (now co-owner of the Boston Red Sox baseball franchise and Liverpool FC).
Yoo Youngkuk	['painter']	Yoo Youngkuk (Korean: 유영국; also known as YYK) was a pioneer of Korean abstract art and Korean modern art in general.
Alien Nation: Body and Soul	['television film']	Alien Nation: Body and Soul (original airdate: October 10, 1995) was the second television movie produced to continue the story after the cancellation of Alien Nation.
Andrew Keen	['writer', 'businessperson', 'author', 'journalist']	Andrew Keen (born c.
German submarine U-396	['U-boat']	German submarine U-396 was a Type VIIC U-boat of Nazi Germany's Kriegsmarine during World War II.
Nebria tenella saridaghensis	['taxon']	Nebria tenella saridaghensis is a subspecies of ground beetle in the Nebriinae subfamily that is endemic to Caucasus.
Veronika Bauer	['freestyle skier']	Veronika Bauer (born October 17, 1979 in Toronto, Ontario) is a Canadian freestyle skier.
80th Anniversary Armistice Remembrance Medal	['award']	The 80th Anniversary Armistice Remembrance Medal was a commemorative medal made to commemorate the 80th anniversary of the Armistice marking the end of World War I.
Poly Bridge	['video game']	Poly Bridge is a bridge-building simulation-puzzle game, developed by New Zealand-based indie studio Dry Cactus with music by Canadian composer Adrian Talens, where players build bridges for vehicles to cross.
Ryujin Mabuyer	['television series', 'Japanese TV series', 'manga series']	Ryujin Mabuyer (琉神マブヤー, Ryūjin Mabuyā) is a Japanese tokusatsu television series.
Wallapop	['enterprise']	Wallapop is a Spanish company founded in 2014 used to exchange used goods, similar to Craigslist as a classifed listings website.
Japan–Lithuania relations	['bilateral relation']	Japan–Lithuania relations (Lithuanian: Lietuvos-Japonijos santykiai) are the bilateral foreign relations between Japan and Lithuania.
China State Construction International Holdings	['business']	China State Construction International Holdings Limited ("China State Construction" in short form) (SEHK: 3311) is the largest construction contractor in Hong Kong, mostly from the projects in the government, public organisations and large private corporations.
Thomas Beagley	['cricketer']	Thomas Beagley (5 October 1789 – 21 February 1858) was an English professional cricketer.
Eye of Heaven	['literary work']	Eye of Heaven  is a BBC Books original novel written by Jim Mortimore and based on the long-running British science fiction television series Doctor Who.
Ruslan Zabranskyi	['association football player']	Ruslan Zabranskyi (Ukrainian: Русла́н Миха́йлович Забра́нський; born 10 March 1971) is a Ukrainian professional football coach and a former player.
Neuroptera	['taxon']	The insect order Neuroptera, or net-winged insects, includes the lacewings, mantidflies, antlions, and their relatives.
Chi Chi Khvar	['village']	Chi Chi Khvar (Persian: چيچي خوار‎, also Romanized as Chī Chī Khvār and Chīchīkhavār) is a village in Saheb Rural District, Ziviyeh District, Saqqez County, Kurdistan Province, Iran.
Psammodynastes pictus	['taxon']	Psammodynastes pictus, the painted mock viper or spotted mock viper, is a species of snake from Southeast Asia.
Someone That I Used to Love	['single']	"Someone That I Used to Love" is the title of a torch song written by Michael Masser and lyricist Gerry Goffin: first recorded in 1977 by Bette Midler, the song became a 1980 hit single via a recording by Natalie Cole.
Alireza Jalili	['association football player']	Alireza Jalili Loghman (born February 9, 1979) is an Iranian professional football player last played for Tractor Sazi in the Iran Pro League.
Clarecastle GAA	['sports club']	Clarecastle GAA is a Gaelic Athletic Association club in the village of Clarecastle in County Clare, Ireland.
Bezerra River (Goiás)	['river']	The Bezerra River (Goiás) is a river of Goiás state in central Brazil.
1930 Boston Braves season	['baseball team season']	The 1930 Boston Braves season was the 60th season of the franchise.
Émilie Chalas	['politician']	Émilie Chalas (born 18 October 1977) is a French politician representing La République En Marche!.
Völcsej	['municipality of Hungary']	Völcsej is a village in Győr-Moson-Sopron County, Hungary.
Inês Henriques	['athletics competitor']	Inês Henriques (born 1 May 1980) is a Portuguese race walker.
William Eldon Tucker	['rugby union player']	William Eldon Tucker (17 August 1872 – 18 October 1953) was a Bermudian rugby union player who played club rugby for Cambridge University, St.
Hibbertia fasciculata	['taxon']	Hibbertia fasciculata, is a small shrub that  is endemic to south-eastern Australia.
2017 AFL Women's draft	["AFL Women's draft"]	The 2017 AFL Women's draft consisted of the various periods when the eight clubs in the AFL Women's competition could recruit players prior to the competition's 2018 season.
2005 Africa Cup	['sports season']	The 2005 Africa Cup (Official name "Top 9") was the 6th edition of the continental rugby union tournament arranged by Confederation of African Rugby (CAR).
Tricholamia	['taxon']	Tricholamia is a genus of longhorn beetles of the subfamily Lamiinae, containing the following species:  Tricholamia plagiata Bates, 1884 Tricholamia ruficornis (Hintz, 1911)   == References ==.
Galacturan 1,4-alpha-galacturonidase	['enzyme family']	In enzymology, a galacturan 1,4-alpha-galacturonidase (EC 3.
Destroyer's Rubies	['album']	Destroyer's Rubies is the seventh studio album by Canadian indie rock band Destroyer, released on February 21, 2006 on Merge Records, Scratch Records, Acuarela Discos, Architecture, and Rough Trade Records.
Snake Pond	['lake']	Snake Pond is a small lake north of Big Moose in Herkimer County, New York.
Tomás Antônio Maciel Monteiro, 1st Baron of Itamaracá	['judge', 'politician', 'magistrate']	Tomás Antônio Maciel Monteiro, 1st Baron of Itamaracá (1780 – November 22, 1847) was a Brazilian politician and magistrate.
1947–48 AHL season	['sports season']	The 1947–48 AHL season was the 12th season of the American Hockey League.
Johannes Virdung	['writer', 'astrologer', 'author']	Johann, Hans or Johannes Virdung of Hassfurt was a celebrated astrologer of the early sixteenth century from the Electoral Palatinate.
Bar Association of Puerto Rico	['bar association']	The Bar Association of Puerto Rico (BAPR) or Colegio de Abogados de Puerto Rico (CAPR) is the bar association of Puerto Rico.
Martha Sherrill	['writer']	Martha Sherrill is an American journalist, non-fiction writer, and novelist.
3000 metres	['sport discipline']	The 3000 metres or 3000-metre run is a track running event, also commonly known as the 3K or 3K run, where 7.
Im Jeong-u	['field hockey player']	Im Jeong-u (born 26 January 1980) is a South Korean field hockey player.
New York State Route 129	['road']	New York State Route 129 (NY 129) is a 7.
Astronaut-politician	['profession']	Astronaut-politicians are those individuals who have entered politics after traveling to space as an astronaut.
Johore Battery	['military museum']	The Johore Battery was a former British coastal artillery battery located in Changi on the easternmost side of mainland Singapore.
Lieven Willemsz van Coppenol	['teacher', 'calligrapher', 'drawer']	Lieven Willemsz van Coppenol (1598 – 1667) was a Dutch calligrapher best known today for his portraits by Rembrandt.
RAF Rhoose	['list of Royal Air Force stations']	RAF Rhoose is a former Royal Air Force (RAF) satellite airfield located near Rhoose, a few miles west of Cardiff, Wales.
Tamme, Pärnu County	['village']	Tamme, Pärnu County is a village in Lääneranna Parish, Pärnu County in southwestern Estonia.
Polyméca	['organization']	Polyméca is a French network of engineering schools composed of seven Grandes Écoles teaching mechanics:  The CESTI Supméca (Paris-Toulon) The École nationale supérieure de céramique industrielle (Limoges) The École nationale supérieure d'ingénieurs en informatique automatique mécanique énergétique électronique (Valenciennes) The École nationale supérieure de techniques avancées de Bretagne (Brest) The École nationale supérieure d'ingénieurs de Bourges (Bourges) The École nationale supérieure de mécanique et d'aérotechnique (Poitiers) The École nationale supérieure de mécanique et des microtechniques (Besançon).
Nepenthes × sharifah-hapsahii	['taxon']	Nepenthes × sharifah-hapsahii () is a natural hybrid between N.
Agromyces bauzanensis	['taxon']	Agromyces bauzanensis is a Gram-negative and aerobic bacterium from the genus of Agromyces which has been isolated from hydrocarbon-contaminated soil from Bozen in Italy.
Usha Kirana	['newspaper']	Usha Kirana was a Kannada newspaper which had its headquarters in Bangalore, Karnataka.
Cadet College Lahore	['school']	Cadet College Lahore is a residential High School and College located on Main Multan Road  Lahore opposite Bahria Town, Punjab, Pakistan.
Anthonomus elutus	['taxon']	Anthonomus elutus is a weevil native to Central America.
Kot Daya Kishen railway station	['railway station']	Kot Daya Kishen railway station  (Urdu: کوٹ دیا کشین ریلوے اسٹیشن ‎) is  located in  Pakistan.
Frédéric Geille	['military personnel', 'fighter pilot']	Colonel Frédéric Cyrille Jules (Fred) Geille (Brest, November 19, 1896 - Saint-Germain-en-Laye, July 21, 1976) (French: Frédéric Geille) was a French military officer.
First Samurai	['race horse']	First Samurai is a thoroughbred race horse born February 2, 2003.
Marcelo Pazos	['field hockey player']	Marcelo Pazos (born 23 November 1953) is an Argentine field hockey player.
Aboriginal Land Rights Commission	['royal commission']	The Aboriginal Land Rights Commission, also known as the Woodward Royal Commission, existed 1973 to 1974 with the purpose to inquire into appropriate ways to recognise Aboriginal land rights in the Northern Territory of Australia.
Klimkovice	['municipality of the Czech Republic', 'municipality with town privileges in the Czech Republic']	Klimkovice (German: Königsberg in Schlesien) is a town in Ostrava-City District, in the Moravian-Silesian Region of the Czech Republic.
Lamontichthys stibaros	['taxon']	Lamontichthys stibaros is a species of armored catfish endemic to Ecuador where it occurs in the Bobonaza River basin in the Andes.
Tihaljina	['human settlement']	Tihaljina is a town in southwestern Bosnia and Herzegovina.
Pseudoruegeria aestuarii	['taxon']	Pseudoruegeria aestuarii is a Gram-negative, rod-shaped, aerobic and non-motile bacterium from the genus of Pseudoruegeria which has been isolated from tidal flat sediments from Muuido in Korea.
Toura	['arrondissement of Benin']	Toura is a town and arrondissement in the Alibori Department of northern Benin.
Gonatodes nascimentoi	['taxon']	Gonatodes nascimentoi is a species of lizard in the Sphaerodactylidae family found in Brazil.
Hydroxyquinol 1,2-dioxygenase	['enzyme family']	In enzymology, a hydroxyquinol 1,2-dioxygenase (EC 1.
Bunbury Airport	['airport']	Bunbury Airport (IATA: BUY, ICAO: YBUN) is an airport servicing the Western Australian city of Bunbury.
Zhang Yiwei	['snowboarder']	Zhang Yiwei (Chinese: 张义威; pinyin: Zhāng Yīwěi; Mandarin pronunciation: [ʈʂáŋ î wéi]; born 3 October 1992) is a Chinese snowboarder.
Paragymnomenia	['taxon']	Paragymnomenia is a genus of cavibelonian solenogasters, shell-less, worm-like, marinemollusks.
Jennie McCowen	['writer', 'physician', 'editor', 'lecturer', 'suffragist']	Jennie McCowen (June 15, 1845 – July 28, 1924) was an American physician, writer, and medical journal editor.
The Kingdom of Love	['film']	The Kingdom of Love is a 1917 American silent drama film directed by Frank Lloyd and starring Jewel Carmen, Nancy Caswell and Genevieve Blinn.
Strawson	['family name']	Strawson is a surname.
2009 Illinois Fighting Illini football team	['American football team season']	The 2009 Illinois Fighting Illini football team represented the University of Illinois during the 2009 NCAA Division I FBS football season.
Zekarias Yohannes	['Catholic priest']	Zekarias Yohannes (13 May 1925 – 1 December 2016) was an Eritrean Catholic bishop.
Ivinhema	['municipality of Brazil']	Ivinhema is a municipality located in the Brazilian state of Mato Grosso do Sul.
Sonya Biddle	['actor', 'politician']	Sonya Biddle is an actress and politician in Montreal, Quebec, Canada.
United Saints Recovery Project	['nonprofit organization']	United Saints Recovery Project is a 501(c)(3) non-profit located in the Central City neighbourhood of New Orleans which developed in the wake of Hurricane Katrina.
John Benjamin Smith	['politician']	John Benjamin Smith (7 February 1794 – 15 September 1879) was an English Liberal Party politician who sat in the House of Commons from 1847 to 1874.
Dey Street Passageway	['walkway']	The Dey Street Passageway or Dey Street Concourse is a 350-foot-long (110 m) underground passageway in Manhattan, New York City, as part of the Metropolitan Transportation Authority's Capital Construction Program and as part of the Fulton Center project to rehabilitate the Fulton Street complex and improve connectivity in Lower Manhattan.
2004 Palopo cafe bombing	['occurrence']	The 2004 Palopo cafe bombing was a terrorist attack that occurred on 10 January 2004 in Palopo, South Sulawesi, Indonesia.
Michael Sokolowski	['athletics competitor']	Michael Sokolowski (born 24 February 1962) is a Canadian sprinter.
Shenandoah Huns	['baseball team']	The Shenandoah Huns were a minor league baseball club, based in Shenandoah, Pennsylvania in 1894 and 1895.
WQOX	['radio station']	WQOX (88.
Crazy as Hell	['film']	Crazy as Hell, released in 2002 (New York and L.
Lybia australiensis	['taxon']	Lybia australiensis is a species of small crab in the family Xanthidae.
Nautla River	['river']	The Nautla River is a river of Mexico.
Horný Pial	['municipality of Slovakia']	Horný Pial (Hungarian: Felsőpél) is a village and municipality in the Levice District in the Nitra Region of Slovakia.
Centro Universitário Ritter dos Reis	['university', 'higher education institution', 'private educational institution']	The Centro Universitário Ritter dos Reis ("Ritter dos Reis University Center" in English), better known as UniRitter, is a university in Brazil, with two campuses in the cities of Canoas and Porto Alegre, the state capital of Rio Grande do Sul.
Rhoptropus taeniostictus	['taxon']	Rhoptropus taeniostictus is a species of lizard in the family Gekkonidae.
Anarsia nimbosa	['taxon']	Anarsia nimbosa is a moth of the  family Gelechiidae.
Edwin Marsh	['Australian rules footballer']	Edwin Marsh (2 July 1899 – 2 May 1968) was an  Australian rules footballer who played with South Melbourne in the Victorian Football League (VFL).
Harry Tracy, Desperado	['film']	Harry Tracy, Desperado is a 1982 Canadian drama/western film starring Bruce Dern and Helen Shaver.
List of shipwrecks in August 1841	['Wikimedia list article']	The list of shipwrecks in August 1841 includes ships sunk, foundered, grounded, or otherwise lost during August 1841.
Jesús Blasco	['writer', 'comics artist']	Jesús Blasco (3 November 1919 – 21 October 1995) was a Spanish author and artist of comic books, whose career covered most of the conventional history of comic strips.
For the Holidays	['album']	For the Holidays is the sixth studio album, and first holiday album, by American musician Marcella Detroit, released in April 2013 under Make Zee Records.
Watch n' Learn	['song']	"Watch n' Learn" is a song recorded by Barbadian recording artist Rihanna, for her sixth studio album Talk That Talk (2011).
Antoine Fauré	['sport cyclist']	Antoine Fauré (24 December 1883 – 9 September 1954) was a French road bicycle racer.
HMS A10	['submarine']	HMS A10 was an A-class submarine built for the Royal Navy in the first decade of the 20th century.
Elizabeth Marrero	['actor']	Elizabeth Marrero (born 1963) is an American of (Puerto Rican ancestry) performance artist, comedian, and drag king who is best known as Macha, the "papi chulo drag king", a character she created in 1999.
Józef Święcicki	['architect']	Józef Święcicki (9 March 1859 – 3 November 1913) was a fecund designer and builder of Bydgoszcz, under Prussian rule.
Philharmonia spinula	['taxon']	Philharmonia spinula is a moth in the family Lecithoceridae.
Jay Heaps	['association football manager', 'association football player']	John Franklin Heaps (born August 2, 1976), better known as Jay Heaps, is an American former soccer player who currently serves as president and general manager of Birmingham Legion FC.
Lake Calabay	['lake']	Lake Calabay is a manmade dredged freshwater lake in the residential community of Hunter's Creek, Florida, just inside the south border of Orange County, Florida.
Corporate Manslaughter and Corporate Homicide Act 2007	['Act of Parliament of the United Kingdom']	The Corporate Manslaughter and Corporate Homicide Act 2007 (c.
Prix du Quai des Orfèvres	['literary award']	The Prix du Quai des Orfèvres is an annual French literature award created in 1946 by Jacques Catineau.
Everything Is Never Enough	['song']	"Everything Is Never Enough" is a song performed by English group Goldfrapp, taken from their seventh studio album, Silver Eye (2017).
Hemidactylus foudaii	['taxon']	Hemidactylus foudaii is a species of gekko in the family Gekkonidae.
Gergely Berzeviczy	['economist']	Gergely Berzeviczy berzeviczei és kakaslomniczi (Hungarian: Berzeviczy Gergely, Slovak: Gregor Berzevici or Gregor Berzeviczy, German: Gregor Berzeviczy) (15 June 1763 – 23 February 1822) was an important political economist in the Kingdom of Hungary, follower of Adam Smith, one of the first political economists in Hungary.
Franco Troyansky	['association football player']	Franco Troyansky (born 6 March 1997) is an Argentine footballer who plays for Unión as a forward.
Masamichi Yamada	['association football player']	Masamichi Yamada (山田 正道, Yamada Masamichi, born April 7, 1981) is a former Japanese football player.
Haiti–Spain relations	['bilateral relation']	Haiti–Spain relations are the bilateral and diplomatic relations between these two countries.
Mahindra Truck and Bus Division	['business']	Mahindra Truck and Bus Division, formerly called Mahindra Navistar / Mahindra International, is an Indian commercial vehicle manufacturer formed in 2005 from a joint-venture between Navistar International (49%) of the United States and Indian automobile maker Mahindra & Mahindra (51%).
Katte	['Wikimedia list of persons by surname (P734)']	Katte is a surname.
Russell Coffey	['military personnel']	James Russell Coffey Ed.
83rd Wallajahbad Light Infantry	['military unit']	The 83rd Wallajahbad Light Infantry was an infantry regiment originally raised in 1794 as the 33rd Madras Battalion, part of the Presidency of Madras Army which was itself part of the Honourable East India Company Army.
J J Cahill Memorial High School	['high school']	J J Cahill Memorial High School (abbreviated as JJCMHS; colloquially known as JJ) is a public co-educational secondary day school, located on Sutherland Street in Mascot, an inner southern suburb of Sydney, New South Wales, Australia.
Nerys	['Wikimedia disambiguation page']	Nerys is a Welsh feminine given name.
S for Sex, S for Secret	['film']	S for Sex, S for Secret (Chinese: 小姐誘心) is a 2015 Hong Kong comedy film.
Queensland Performing Arts Centre	['theatre', 'concert hall', 'performing arts center']	The Queensland Performing Arts Centre (also known as QPAC) is part of the Queensland Cultural Centre and is located on the corner of Melbourne Street and Grey Street in Brisbane's South Bank precinct.
Meurcé	['commune of France']	Meurcé is a commune in the Sarthe department in the region of Pays-de-la-Loire in north-western France.
591 BC	['year BC']	The year 591 BC was a year of the pre-Julian Roman calendar.
Arthur! and the Square Knights of the Round Table	['animated series']	Arthur! And the Square Knights of the Round Table is an Australian animated series based on the legend of King Arthur of Camelot.
Abdul-Basit Agouda	['association football player']	Abdul-Basit Agouda (born 26 May 1999) is a Norwegian footballer who plays as a forward for KFUM.
Cerithiovermetus	['taxon']	Cerithiovermetus is a genus of sea snails, marine gastropod mollusks in the family Vermetidae, the worm snails or worm shells.
Tetecala	['human settlement']	Tetecala is a town in the Mexican state of Morelos.
1109 in Italy	['events in a specific year or time period']	Events during the year 1109 in Italy.
Lodderia eumorpha cookiana	['taxon']	Lodderia eumorpha cookiana is a subspecies of minute sea snail or micromollusc, a marine gastropod mollusc in the family Skeneidae.
Oval-teen	['musical group']	Oval-Teen was an indie pop band from the town of Yorkville, Illinois.
WLJN	['radio station']	WLJN & WLJW are the call letters of 2 AM radio stations located in Traverse City, Michigan and Cadillac, Michigan respectively.
Clara McLaughlin	['writer']	Clara McLaughlin is an author, newspaper owner and publisher of The Florida Star and The Georgia Star  in Jacksonville, Florida, United States.
Peter Petrovich Saburov	['composer', 'diplomat', 'chess player']	Peter Petrovich Saburov (Sabouroff) (14 January [O.
Hirugano Botanical Garden	['botanical garden']	The Hirugano Botanical Garden (ひるがの湿原植物園, Hirugano Shitsugen Shokubutsuen) is a botanical garden located in the skiing region near Mount Dainichi in the Takasu area of the city of Gujō, Gifu Prefecture, Japan.
Brennabor Typ A	['automobile model']	Brennabor Typ A was the designation given to a six-cylinder car introduced by the Brennabor company in 1927.
Daemen College	['college', 'private not-for-profit educational institution']	Daemen College is a private liberal arts college in Amherst, New York.
Thaisella coronata	['taxon']	Thaisella coronata is a species of sea snail, a marine gastropod mollusk, in the family Muricidae, the murex snails or rock snails.
Kaniew	['village of Poland']	Kaniew [ˈkaɲef] (German: Kaniewo) is a village in the administrative district of Gmina Koźmin Wielkopolski, within Krotoszyn County, Greater Poland Voivodeship, in west-central Poland.
List of Acts of the Oireachtas	['Wikimedia list article']	This is a list of Acts of the Oireachtas (Irish parliament) for the years 1922 to present.
Up Denali 3D	['film', '3D film']	Up Denali 3D is a stereoscopic (3D) documentary directed and produced by Thomas Riederer PE.
33Miles	['musical group']	33Miles is a contemporary Christian band with country music influences from Franklin, Tennessee.
Gerard Ross	['American football player']	Gerard Ross (born December 27, 1982) is a former American football player.
Thomas Nguyễn Văn Tân	['Catholic priest', 'university teacher']	Thomas Nguyễn Văn Tân (December 27, 1940 − August 17, 2013) was a Vietnamese Roman Catholic bishop.
Abraham Shepherd	['politician']	Abraham Shepherd (1776–1847) was a politician from Ohio, United States who was a leader of both houses of the Ohio General Assembly early in the 19th century.
Darren Heath	['photographer', 'engineer']	Darren Heath  is a motorsport photographer specialising in Formula One motor racing known for his creative and artistic coverage of the sport.
Green imperial pigeon	['taxon']	The green imperial pigeon (Ducula aenea) is a large forest pigeon.
Sayegh	['family name']	Sayegh is an Arabic surname which means goldsmith.
Qaljehi	['human settlement']	Qaljehi (Persian: قلجه اي‎, also Romanized as Qaljeh’ī) is a village in Margan Rural District, in the Central District of Hirmand County, Sistan and Baluchestan Province, Iran.
1019 I Can Concert	['live album', 'video album']	1019 I Can Concert (Chinese: 1019我可以演唱會) is the first live album by Taiwanese singer Jolin Tsai.
Leukemia inhibitory factor	['protein']	Leukemia inhibitory factor, or LIF, is an interleukin 6 class cytokine that affects cell growth by inhibiting differentiation.
Iunctim	['legal term']	The Latin word iunctim (also spelled junctim) denotes the process of connecting two or more independent agreements (contracts, treaties, bills of law) according to the principle that one agreement will not be made unless an agreement is found for all other items as well.
Brilon Wald station	['railway station']	The Brilon Wald station is a station on the Upper Ruhr Valley Railway (German: Obere Ruhrtalbahn) in the German state of North Rhine-Westphalia.
Hartford Charter Oaks	['American football team']	The Hartford Charter Oaks were a professional American football team based in Hartford, Connecticut.
Carhuachuco	['mountain']	Carhuachuco (possibly from Quechua qarwa yellowish, chuku hat) is a mountain in the Pariacaca mountain range in the Andes of Peru, about 5,507 metres (18,068 ft) high.
IEEE Nikola Tesla Award	['science award', 'technical field award']	The IEEE Nikola Tesla Award is a Technical Field Award given annually to an individual or team that has made an outstanding contribution to the generation or utilization of electric power.
Mayombe	['geographic region']	Mayombe (or Mayumbe) is a geographic area on the western coast of Africa occupied by low mountains extending from the mouth of the Congo River in the south to the Kouilou-Niari River to the north.
Abd al-Malik al-Muzaffar	['military personnel', 'politician']	Abd al-Malik al-Muzaffar was hajib of the Caliphate of Cordoba from the death of his father al-Mansur ibn Abi Aamir (known to later Spanish historians as Almanzor) in 1002 until his own death in 1008.
Evangelical United Brethren Church	['Christian denomination']	The Evangelical United Brethren Church (EUB) was an American Protestant church formed in 1946, by the merger of the Evangelical Church (formerly the Evangelical Association) and the Church of the United Brethren in Christ (not to be confused with the still current Church of the United Brethren in Christ).
Trey Waltke	['tennis player']	Trey Waltke (born March 16, 1955) is an American right-handed former professional tennis player whose career spanned more than a decade during the 1970s and 1980s.
Diary of a Lost Girl	['film']	Diary of a Lost Girl (German: Tagebuch einer Verlorenen) is a 1929 silent film directed by Georg Wilhelm Pabst and starring American silent star Louise Brooks.
Pra Não Dizer que Não Falei de Rock	['album']	Por Aquelas Que Foram Bem Amadas (also Pra Não Dizer Que Não Falei de Rock) is the seventh solo album by Brazilian singer/guitarist Zé Ramalho.
Timeline of Cardiff history	['timeline']	The timeline of Cardiff history shows the significant events in the history of Cardiff which transformed it from a small Roman fort into the modern capital city of Wales.
Microstoma protractum	['taxon']	Microstoma protractum is a species of cup fungus in the family Sarcoscyphaceae.
Little Murray River (New South Wales)	['river']	Little Murray River (New South Wales), an anabranch of the Murray River and part of the Murray-Darling basin, is located in the western Riverina region of south western New South Wales, Australia.
Milan Janošević	['association football player']	Milan Janošević (Serbian Cyrillic: Милан Јаношевић; born April 3, 1980) is a Serbian former footballer who played in the First League of FR Yugoslavia, Úrvalsdeild, and Canadian Soccer League.
Gustav, Landgrave of Hesse-Homburg	['military officer']	Gustav, Landgrave of Hesse-Homburg (17 February 1781 – 8 September 1848) was landgrave of the German state of Hesse-Homburg from 1846 to 1848.
Khristo Tsvetkov	['basketball player']	Khristo Tsvetkov (6 March 1934 – 31 January 2018) was a Bulgarian basketball player.
Adaou	['human settlement', 'commune of Ivory Coast']	Adaou is a town in south-eastern Ivory Coast.
Strictispira	['taxon']	Strictispira is a genus of sea snails, marine gastropod mollusks in the family Pseudomelatomidae, the turrids and allies.
Maryland Route 547	['road']	Maryland Route 547 (MD 547) is a state highway in the U.
Alberto Rapisarda	['comics artist']	Alberto Rapisarda was born in Conegliano (Treviso), Italy in 1964.
Chalti Duniya	['film']	Chalti Duniya is a 1940 Bollywood film directed by Gunjal.
Minnesota Aviation Hall of Fame	['aviation museum']	Minnesota Aviation Hall of Fame, Inc.
1934 Georgia Bulldogs football team	['American football team season']	The 1934 Georgia Bulldogs football team  represented the Georgia Bulldogs of the University of Georgia during the 1934 college football season.
Bagh Ibne Qasim	['park']	Bagh Ibne Qasim (Urdu: باغ ابنِ قاسم meaning Garden of son of Qasim) is a beachside park in Karachi, Pakistan.
Microperittia	['fossil taxon']	Microperittia is an extinct genus of moths in the family Elachistidae.
Sarah Kirkland Snider	['composer']	Sarah Kirkland Snider is an American composer of critically acclaimed chamber, orchestral, and choral music, as well as art songs that have been said to straddle the border "between richly orchestrated indie rock and straight chamber music.
Viva la Vida	['single']	"Viva la Vida" (, Spanish: [ˈbiβa la ˈβiða]; Spanish for "Live Life") is a song by British rock band Coldplay.
1939 French Grand Prix	['French Grand Prix', 'sports season']	The 1939 French Grand Prix was a Grand Prix motor race held at Reims-Gueux on 9 July 1939.
Stefano Tempesti	['water polo player']	Stefano Tempesti (born 9 June 1979) is an Italian water polo goalkeeper.
Zuid-Afrikahuis	['research institute', 'building', 'organization']	The Zuid-Afrikahuis (Dutch pronunciation: [zœyt ˈaːfrikaːˌɦœys]; South Africa House) is a central information point on South Africa and contains the largest library on South Africa in the Netherlands.
Joshua Ndere	['boxer']	Joshua Ndere Makonjio (1980/1981 - 18 November 2011) was a Kenyan amateur boxer.
Triamcinolone aminobenzal benzamidoisobutyrate	['chemical compound']	Triamcinolone aminobenzal benzamidoisobutyrate (TBI-PAB; brand name Taucorten) is a synthetic glucocorticoid corticosteroid which is no longer marketed.
The Reluctant Hero	['film']	The Reluctant Hero (Spanish: Héroe a la fuerza) is a 1941 Spanish comedy film directed by Benito Perojo and starring Miguel Ligero, Antoñita Colomé and Alberto Romea.
Eutreta caliptera	['taxon']	Eutreta caliptera is a species of fruit fly in the family Tephritidae.
1997–98 South Pacific cyclone season	['South Pacific cyclone season']	The 1997–98 South Pacific cyclone season was the most active South Pacific tropical cyclone season on record, with 16 tropical cyclones occurring within the South Pacific basin between 160°E and 120°W.
Campbell's Ferry	['historic district']	Campbell's Ferry was a ferry crossing on the Salmon River, located at Mile 148 of the river in the Frank Church-River of No Return Wilderness.
Peiwen Yunfu	['rime dictionary']	The Peiwen Yunfu (simplified Chinese: 佩文韵府; traditional Chinese: 佩文韻府; pinyin: Pèiwén Yùnfǔ; Wade–Giles: P'ei-wen Yün-fu; literally: 'rime storehouse of esteemed phrases') is a 1711 Chinese rime dictionary of literary allusions and poetic dictions.
Nantaje	['military personnel']	Nantaje (fl.
HAS-160	['cryptographic hash function']	HAS-160 is a cryptographic hash function designed for use with the Korean KCDSA digital signature algorithm.
